File,Title,Data,Translated_Data,Translated_Title
rose_109,Beverage Sales Volume in the Food and Beverage Industry in 2021/nFood and Beverage Industry,"[{""Beverage Type"":""Beer"",""Value"":200},{""Beverage Type"":""Wine"",""Value"":150},{""Beverage Type"":""Spirits"",""Value"":100},{""Beverage Type"":""Soft Drinks"",""Value"":80},{""Beverage Type"":""Juice"",""Value"":60},{""Beverage Type"":""Water"",""Value"":40},{""Beverage Type"":""Tea"",""Value"":20}]","[{""Loại đồ uống"":""Bia"",""Giá trị"":200},{""Loại đồ uống"":""Rượu"",""Giá trị"":150},{""Loại đồ uống"":""Rượu mạnh"",""Giá trị"":100},{""Loại đồ uống"":""Nước giải khát"",""Giá trị"":80},{""Loại đồ uống"":""Nước ép"",""Giá trị"":60},{""Loại đồ uống"":""Nước"",""Giá trị"":40},{""Loại đồ uống"":""Trà"",""Giá trị"":20}]",Doanh số bán đồ uống trong ngành thực phẩm và đồ uống năm 2021/nNgành thực phẩm và đồ uống
rose_11,Number of Tourists Visiting Each Region in 2021/nTourism and Hospitality,"[{""Region"":""North America"",""Value"":450},{""Region"":""South America"",""Value"":250},{""Region"":""Europe"",""Value"":800},{""Region"":""Africa"",""Value"":300},{""Region"":""Asia"",""Value"":700},{""Region"":""Australia"",""Value"":100},{""Region"":""Antarctica"",""Value"":50}]","[{""Khu vực"":""Bắc Mỹ"",""Giá trị"":450},{""Khu vực"":""Nam Mỹ"",""Giá trị"":250},{""Khu vực"":""Châu Âu"",""Giá trị"":800},{""Khu vực"":""Châu Phi"",""Giá trị"":300},{""Khu vực"":""Châu Á"",""Giá trị"":700},{""Khu vực"":""Úc"",""Giá trị"":100},{""Khu vực"":""Nam Cực"",""Giá trị"":50}]",Số lượng khách du lịch đến thăm từng khu vực vào năm 2021/nDu lịch và Khách sạn
rose_110,Popularity of Art Forms in 2021/nArts and Culture,"[{""Category"":""Music"",""Value"":60},{""Category"":""Visual Arts"",""Value"":75},{""Category"":""Theater"",""Value"":45},{""Category"":""Dance"",""Value"":30},{""Category"":""Literature"",""Value"":40},{""Category"":""Film"",""Value"":50},{""Category"":""Photography"",""Value"":25},{""Category"":""Poetry"",""Value"":20},{""Category"":""Architecture"",""Value"":10}]","[{""Thể loại"":""Âm nhạc"",""Giá trị"":60},{""Thể loại"":""Nghệ thuật thị giác"",""Giá trị"":75},{""Thể loại"":""Sân khấu"",""Giá trị"":45},{""Thể loại"":""Khiêu vũ"",""Giá trị"":30},{""Thể loại"":""Văn học"",""Giá trị"":40},{""Thể loại"":""Phim"",""Giá trị"":50},{""Thể loại"":""Nhiếp ảnh"",""Giá trị"":25},{""Thể loại"":""Thơ"",""Giá trị"":20},{""Thể loại"":""Kiến trúc"",""Giá trị"":10}]",Sự phổ biến của các loại hình nghệ thuật năm 2021/nNghệ thuật và Văn hóa
rose_112,Participation in Arts and Culture in 2021/nArts and Culture,"[{""Art Form"":""Music"",""Value"":100},{""Art Form"":""Visual Arts"",""Value"":90},{""Art Form"":""Dance"",""Value"":80},{""Art Form"":""Literature"",""Value"":70},{""Art Form"":""Theatre"",""Value"":60},{""Art Form"":""Architecture"",""Value"":50},{""Art Form"":""Film"",""Value"":40},{""Art Form"":""Television"",""Value"":30},{""Art Form"":""Video Games"",""Value"":20}]","[{""Art Form"":""Âm nhạc"",""Giá trị"":100},{""Art Form"":""Nghệ thuật thị giác"",""Giá trị"":90},{""Art Form"":""Khiêu vũ"",""Giá trị"":80},{""Art Form"":""Văn học"",""Giá trị"":70},{""Art Form"":""Sân khấu"",""Giá trị"":60},{""Art Form"":""Kiến trúc"",""Giá trị"":50},{""Art Form"":""Phim"",""Giá trị"":40},{""Art Form"":""Truyền hình"",""Giá trị"":30},{""Art Form"":""Trò chơi điện tử"",""Giá trị"":20}]",Tham gia Nghệ thuật và Văn hóa năm 2021/nNghệ thuật và Văn hóa
rose_113,Number of Websites Engaged in Each Field in 2021/nSocial Media and the Web,"[{""Category"":""Social Networking"",""Value"":400},{""Category"":""E-commerce"",""Value"":350},{""Category"":""Video Streaming"",""Value"":300},{""Category"":""Web Design"",""Value"":250},{""Category"":""Cyber Security"",""Value"":200},{""Category"":""Search Engines"",""Value"":150},{""Category"":""Cloud Computing"",""Value"":100},{""Category"":""Mobile Apps"",""Value"":80},{""Category"":""Web Analytics"",""Value"":60}]","[{""Thể loại"":""Mạng xã hội"",""Giá trị"":400},{""Thể loại"":""Thương mại điện tử"",""Giá trị"":350},{""Thể loại"":""Truyền phát video"",""Giá trị"":300},{""Thể loại"":""Thiết kế web"",""Giá trị"":250},{""Thể loại"":""An ninh mạng"",""Giá trị"":200},{""Thể loại"":""Công cụ tìm kiếm"",""Giá trị"":150},{""Thể loại"":""Điện toán đám mây"",""Giá trị"":100},{""Thể loại"":""Ứng dụng di động"",""Giá trị"":80},{""Thể loại"":""Phân tích web"",""Giá trị"":60}]",Số lượng trang web tham gia vào từng lĩnh vực trong năm 2021/nMạng xã hội và Web
rose_114,Environmental and Sustainability Initiatives and Their Levels of Success/nEnvironment and Sustainability,"[{""Category"":""Renewable Energy"",""Value"":50},{""Category"":""Waste Management"",""Value"":35},{""Category"":""Air Quality"",""Value"":40},{""Category"":""Water Quality"",""Value"":70},{""Category"":""Sustainable Agriculture"",""Value"":25},{""Category"":""Climate Change"",""Value"":90},{""Category"":""Ecosystem Protection"",""Value"":60},{""Category"":""Biodiversity Conservation"",""Value"":45}]","[{""Category"":""Năng lượng tái tạo"",""Giá trị"":50},{""Category"":""Quản lý chất thải"",""Giá trị"":35},{""Category"":""Chất lượng không khí"",""Giá trị"":40},{""Category"":""Chất lượng nước"",""Giá trị"":70},{""Category"":""Nông nghiệp bền vững"",""Giá trị"":25},{""Category"":""Biến đổi khí hậu"",""Giá trị"":90},{""Category"":""Bảo vệ hệ sinh thái"",""Giá trị"":60},{""Category"":""Bảo tồn đa dạng sinh học"",""Giá trị"":45}]",Các sáng kiến ​​về môi trường và tính bền vững và mức độ thành công của chúng/nMôi trường và tính bền vững
rose_115,Technology and Internet Usage in 2021/nTechnology and the Internet,"[{""Category"":""Internet Infrastructure"",""Value"":22},{""Category"":""Cloud Computing"",""Value"":80},{""Category"":""Network Security"",""Value"":62},{""Category"":""Database Management"",""Value"":17},{""Category"":""Artificial Intelligence"",""Value"":56},{""Category"":""Machine Learning"",""Value"":90},{""Category"":""Cybersecurity"",""Value"":34},{""Category"":""Data Science"",""Value"":60}]","[{""Category"":""Cơ sở hạ tầng Internet"",""Giá trị"":22},{""Category"":""Điện toán đám mây"",""Giá trị"":80},{""Category"":""Bảo mật mạng"",""Giá trị"":62},{""Category"":""Quản lý cơ sở dữ liệu"",""Giá trị"":17},{""Category"":""Trí tuệ nhân tạo"",""Giá trị"":56},{""Category"":""Học máy"",""Giá trị"":90},{""Category"":""An ninh mạng"",""Giá trị"":34},{""Category"":""Khoa học dữ liệu"",""Giá trị"":60}]",Công nghệ và việc sử dụng Internet năm 2021/nCông nghệ và Internet
rose_116,Quantity of Produce Harvested in 2021/nAgriculture and Food Production,"[{""Crop Type"":""Wheat"",""Value"":430},{""Crop Type"":""Rice"",""Value"":310},{""Crop Type"":""Corn"",""Value"":120},{""Crop Type"":""Soybean"",""Value"":580},{""Crop Type"":""Potato"",""Value"":250},{""Crop Type"":""Onion"",""Value"":280},{""Crop Type"":""Tomato"",""Value"":170},{""Crop Type"":""Carrot"",""Value"":95},{""Crop Type"":""Cabbage"",""Value"":85}]","[{""Loại cây trồng"":""Lúa mì"",""Giá trị"":430},{""Loại cây trồng"":""Gạo"",""Giá trị"":310},{""Loại cây trồng"":""Ngô"",""Giá trị"":120},{""Loại cây trồng"":""Đậu nành"",""Giá trị"":580},{""Loại cây trồng"":""Khoai tây"",""Giá trị"":250},{""Loại cây trồng"":""Hành tây"",""Giá trị"":280},{""Loại cây trồng"":""Cà chua"",""Giá trị"":170},{""Loại cây trồng"":""Cà rốt"",""Giá trị"":95},{""Loại cây trồng"":""Bắp cải"",""Giá trị"":85}]",Số lượng sản phẩm thu hoạch năm 2021/nNông nghiệp và sản xuất thực phẩm
rose_117,Number of Patients Visiting Healthcare Providers for Each Health Category/nHealthcare and Health,"[{""Health Category"":""Wellness"",""Value"":50},{""Health Category"":""Cardiovascular"",""Value"":42},{""Health Category"":""Mental Health"",""Value"":36},{""Health Category"":""Women's Health"",""Value"":30},{""Health Category"":""Oral Health"",""Value"":24},{""Health Category"":""Nutrition"",""Value"":18},{""Health Category"":""Immunology"",""Value"":12},{""Health Category"":""Endocrinology"",""Value"":6}]","[{""Danh mục sức khỏe"":""Sức khỏe"",""Giá trị"":50},{""Danh mục sức khỏe"":""Tim mạch"",""Giá trị"":42},{""Danh mục sức khỏe"":""Sức khỏe tâm thần"",""Giá trị"":36},{""Danh mục sức khỏe"":""Sức khỏe phụ nữ"",""Giá trị"":30},{""Danh mục sức khỏe"":""Sức khỏe răng miệng"",""Giá trị"":24},{""Danh mục sức khỏe"":""Dinh dưỡng"",""Giá trị"":18},{""Danh mục sức khỏe"":""Miễn dịch học"",""Giá trị"":12},{""Danh mục sức khỏe"":""Nội tiết học"",""Giá trị"":6}]",Số lượng bệnh nhân đến khám tại các cơ sở cung cấp dịch vụ chăm sóc sức khỏe cho từng nhóm sức khỏe/nChăm sóc sức khỏe và sức khỏe
rose_118,Property Breakdown of US Housing Market in 2021/nReal Estate and Housing Market,"[{""Property Type"":""Single Family Homes"",""Value"":20},{""Property Type"":""Apartments"",""Value"":18},{""Property Type"":""Condos"",""Value"":15},{""Property Type"":""Townhomes"",""Value"":12},{""Property Type"":""Mobile Homes"",""Value"":10},{""Property Type"":""Vacation Homes"",""Value"":8},{""Property Type"":""Multi-Family Homes"",""Value"":5}]","[{""Loại bất động sản"":""Nhà ở gia đình đơn lẻ"",""Giá trị"":20},{""Loại bất động sản"":""Căn hộ"",""Giá trị"":18},{""Loại bất động sản"":""Căn hộ chung cư"",""Giá trị"":15},{""Loại bất động sản"":""Nhà chung cư"",""Giá trị"":12},{""Loại bất động sản"":""Nhà di động"",""Giá trị"":10},{""Loại bất động sản"":""Nhà nghỉ dưỡng"",""Giá trị"":8},{""Loại bất động sản"":""Nhà ở nhiều gia đình"",""Giá trị"":5}]",Phân tích tài sản của thị trường nhà ở Hoa Kỳ năm 2021/nThị trường bất động sản và nhà ở
rose_119,Average Price of Different Types of Real Estate in 2023/nReal Estate and Housing Market,"[{""Type of Property"":""Single Family Home"",""Value"":500000},{""Type of Property"":""Condominium"",""Value"":425000},{""Type of Property"":""Townhouse"",""Value"":350000},{""Type of Property"":""Multi-Family Home"",""Value"":280000},{""Type of Property"":""Apartment"",""Value"":200000},{""Type of Property"":""Vacant Land"",""Value"":175000}]","[{""Loại bất động sản"":""Nhà ở gia đình đơn lẻ"",""Giá trị"":500000},{""Loại bất động sản"":""Căn hộ chung cư"",""Giá trị"":425000},{""Loại bất động sản"":""Nhà chung cư"",""Giá trị"":350000},{""Loại bất động sản"":""Nhà ở gia đình nhiều thế hệ"",""Giá trị"":280000},{""Loại bất động sản"":""Căn hộ"",""Giá trị"":200000},{""Loại bất động sản"":""Đất trống"",""Giá trị"":175000}]",Giá trung bình của các loại bất động sản khác nhau trong năm 2023/nThị trường bất động sản và nhà ở
rose_12,Number of Energy and Utility Providers in 2021/nEnergy and Utilities,"[{""Category"":""Renewable Energy"",""Value"":45},{""Category"":""Hydroelectric"",""Value"":50},{""Category"":""Nuclear Energy"",""Value"":20},{""Category"":""Oil and Gas"",""Value"":60},{""Category"":""Coal"",""Value"":30},{""Category"":""Solar"",""Value"":90},{""Category"":""Wind"",""Value"":40}]","[{""Thể loại"":""Năng lượng tái tạo"",""Giá trị"":45},{""Thể loại"":""Thủy điện"",""Giá trị"":50},{""Thể loại"":""Năng lượng hạt nhân"",""Giá trị"":20},{""Thể loại"":""Dầu khí"",""Giá trị"":60},{""Thể loại"":""Than"",""Giá trị"":30},{""Thể loại"":""Năng lượng mặt trời"",""Giá trị"":90},{""Thể loại"":""Gió"",""Giá trị"":40}]",Số lượng nhà cung cấp năng lượng và tiện ích năm 2021/nNăng lượng và tiện ích
rose_120,Energy Consumption by Type in 2023/nEnergy and Utilities,"[{""Type of Energy"":""Solar"",""Value"":120},{""Type of Energy"":""Wind"",""Value"":95},{""Type of Energy"":""Hydro"",""Value"":85},{""Type of Energy"":""Natural Gas"",""Value"":70},{""Type of Energy"":""Petroleum"",""Value"":50},{""Type of Energy"":""Nuclear"",""Value"":20}]","[{""Loại năng lượng"":""Mặt trời"",""Giá trị"":120},{""Loại năng lượng"":""Gió"",""Giá trị"":95},{""Loại năng lượng"":""Thủy điện"",""Giá trị"":85},{""Loại năng lượng"":""Khí thiên nhiên"",""Giá trị"":70},{""Loại năng lượng"":""Dầu mỏ"",""Giá trị"":50},{""Loại năng lượng"":""Hạt nhân"",""Giá trị"":20}]",Tiêu thụ năng lượng theo loại năm 2023/nNăng lượng và tiện ích
rose_121,Number of Global Initiatives Related to Sustainability in 2020/nEnvironment and Sustainability,"[{""Category"":""Renewable Energy"",""Value"":90},{""Category"":""Energy Efficiency"",""Value"":87},{""Category"":""Sustainable Agriculture"",""Value"":65},{""Category"":""Carbon Emissions Reduction"",""Value"":50},{""Category"":""Water Conservation"",""Value"":45},{""Category"":""Waste Management"",""Value"":40},{""Category"":""Air Pollution Reduction"",""Value"":35},{""Category"":""Habitat and Wildlife Preservation"",""Value"":30},{""Category"":""Climate Change Mitigation"",""Value"":25}]","[{""Category"":""Năng lượng tái tạo"",""Giá trị"":90},{""Category"":""Hiệu quả năng lượng"",""Giá trị"":87},{""Category"":""Nông nghiệp bền vững"",""Giá trị"":65},{""Category"":""Giảm phát thải carbon"",""Giá trị"":50},{""Category"":""Bảo tồn nước"",""Giá trị"":45},{""Category"":""Quản lý chất thải"",""Giá trị"":40},{""Category"":""Giảm ô nhiễm không khí"",""Giá trị"":35},{""Category"":""Bảo tồn môi trường sống và động vật hoang dã"",""Giá trị"":30},{""Category"":""Giảm thiểu biến đổi khí hậu"",""Giá trị"":25}]",Số lượng sáng kiến ​​toàn cầu liên quan đến tính bền vững trong năm 2020/nMôi trường và tính bền vững
rose_122,Number of Cases of Healthcare and Health in 2021/nHealthcare and Health,"[{""Category"":""Mental Health"",""Value"":200},{""Category"":""Physical Health"",""Value"":150},{""Category"":""Immunization"",""Value"":120},{""Category"":""Vaccination"",""Value"":90},{""Category"":""Nutrition"",""Value"":70},{""Category"":""Hygiene"",""Value"":50},{""Category"":""Reproductive Health"",""Value"":40},{""Category"":""Preventive Care"",""Value"":30}]","[{""Thể loại"":""Sức khỏe tâm thần"",""Giá trị"":200},{""Thể loại"":""Sức khỏe thể chất"",""Giá trị"":150},{""Thể loại"":""Tiêm chủng"",""Giá trị"":120},{""Thể loại"":""Tiêm chủng"",""Giá trị"":90},{""Thể loại"":""Dinh dưỡng"",""Giá trị"":70},{""Thể loại"":""Vệ sinh"",""Giá trị"":50},{""Thể loại"":""Sức khỏe sinh sản"",""Giá trị"":40},{""Thể loại"":""Chăm sóc phòng ngừa"",""Giá trị"":30}]",Số ca bệnh chăm sóc sức khỏe và y tế năm 2021/nChăm sóc sức khỏe và y tế
rose_123,Number of Users Engaged in Different Online Platforms in 2021/nSocial Media and the Web,"[{""Category"":""Social Networking"",""Value"":1000000},{""Category"":""Blogging"",""Value"":700000},{""Category"":""E-commerce"",""Value"":600000},{""Category"":""Online Gaming"",""Value"":500000},{""Category"":""Streaming Platforms"",""Value"":400000},{""Category"":""Video Sharing"",""Value"":300000},{""Category"":""Online Communities"",""Value"":200000},{""Category"":""Online News"",""Value"":100000}]","[{""Thể loại"":""Mạng xã hội"",""Giá trị"":1000000},{""Thể loại"":""Viết blog"",""Giá trị"":700000},{""Thể loại"":""Thương mại điện tử"",""Giá trị"":600000},{""Thể loại"":""Chơi game trực tuyến"",""Giá trị"":500000},{""Thể loại"":""Nền tảng phát trực tuyến"",""Giá trị"":400000},{""Thể loại"":""Chia sẻ video"",""Giá trị"":300000},{""Thể loại"":""Cộng đồng trực tuyến"",""Giá trị"":200000},{""Thể loại"":""Tin tức trực tuyến"",""Giá trị"":100000}]",Số lượng người dùng tham gia vào các nền tảng trực tuyến khác nhau vào năm 2021/nMạng xã hội và Web
