File,Title,Data,Translated_Data,Translated_Title
rings_114,Government and Public Policy Overview - 2023/nGovernment and Public Policy,"[{""Sector"":""Education"",""ratio"":""30%""},{""Sector"":""Social Welfare"",""ratio"":""22%""},{""Sector"":""Infrastructure"",""ratio"":""25%""},{""Sector"":""Security"",""ratio"":""15%""},{""Sector"":""Transparency"",""ratio"":""8%""}]","[{""Ngành"":""Giáo dục"",""tỷ lệ"":""30%""},{""Ngành"":""Phúc lợi xã hội"",""tỷ lệ"":""22%""},{""Ngành"":""Cơ sở hạ tầng"",""tỷ lệ"":""25%""},{""Ngành"":""An ninh"",""tỷ lệ"":""15%""},{""Ngành"":""Minh bạch"",""tỷ lệ"":""8%""}]",Tổng quan về Chính phủ và Chính sách công - 2023/nChính phủ và Chính sách công
rings_115,Human Resources Management - 2023/nHuman Resources and Employee Management,"[{""Category"":""Recruitment"",""Ratio"":""18%""},{""Category"":""Retention"",""Ratio"":""15%""},{""Category"":""Employee Satisfaction"",""Ratio"":""25%""},{""Category"":""Training & Development"",""Ratio"":""25%""},{""Category"":""Performance Management"",""Ratio"":""17%""}]","[{""Thể loại"":""Tuyển dụng"",""Tỷ lệ"":""18%""},{""Thể loại"":""Giữ chân nhân viên"",""Tỷ lệ"":""15%""},{""Thể loại"":""Sự hài lòng của nhân viên"",""Tỷ lệ"":""25%""},{""Thể loại"":""Đào tạo & Phát triển"",""Tỷ lệ"":""25%""},{""Thể loại"":""Quản lý hiệu suất"",""Tỷ lệ"":""17%""}]",Quản lý nguồn nhân lực - 2023/nQuản lý nguồn nhân lực và nhân viên
rings_116,Financial Management Overview - 2023/nBusiness and Finance,"[{""Category"":""Taxation"",""ratio"":""21%""},{""Category"":""Regulatory Compliance"",""ratio"":""12%""},{""Category"":""Financial Reporting"",""ratio"":""18%""},{""Category"":""Cost Control"",""ratio"":""22%""},{""Category"":""Risk Management"",""ratio"":""27%""}]","[{""Thể loại"":""Thuế"",""tỷ lệ"":""21%""},{""Thể loại"":""Tuân thủ quy định"",""tỷ lệ"":""12%""},{""Thể loại"":""Báo cáo tài chính"",""tỷ lệ"":""18%""},{""Thể loại"":""Kiểm soát chi phí"",""tỷ lệ"":""22%""},{""Thể loại"":""Quản lý rủi ro"",""tỷ lệ"":""27%""}]",Tổng quan về quản lý tài chính - 2023/nKinh doanh và tài chính
rings_117,Arts and Culture Impact in Society - 2023/nArts and Culture,"[{""Category"":""Heritage Preservation"",""ratio"":""15%""},{""Category"":""Cultural Exchange"",""ratio"":""22%""},{""Category"":""Artistic Performance"",""ratio"":""37%""},{""Category"":""Education Outreach"",""ratio"":""12%""},{""Category"":""Public Engagement"",""ratio"":""14%""}]","[{""Thể loại"":""Bảo tồn di sản"",""tỷ lệ"":""15%""},{""Thể loại"":""Trao đổi văn hóa"",""tỷ lệ"":""22%""},{""Thể loại"":""Biểu diễn nghệ thuật"",""tỷ lệ"":""37%""},{""Thể loại"":""Tiếp cận giáo dục"",""tỷ lệ"":""12%""},{""Thể loại"":""Tham gia công chúng"",""tỷ lệ"":""14%""}]",Tác động của Nghệ thuật và Văn hóa trong Xã hội - 2023/nNghệ thuật và Văn hóa
rings_118,Human Resources and Employee Management Report - 2023/nHuman Resources and Employee Management,"[{""Category"":""Employee Training"",""ratio"":""20%""},{""Category"":""Employee Retention"",""ratio"":""21%""},{""Category"":""Employee Performance"",""ratio"":""29%""},{""Category"":""Diversity & Inclusion"",""ratio"":""10%""},{""Category"":""Workplace Satisfaction"",""ratio"":""20%""}]","[{""Category"":""Đào tạo nhân viên"",""ratio"":""20%""},{""Category"":""Giữ chân nhân viên"",""ratio"":""21%""},{""Category"":""Hiệu suất nhân viên"",""ratio"":""29%""},{""Category"":""Đa dạng và hòa nhập"",""ratio"":""10%""},{""Category"":""Sự hài lòng tại nơi làm việc"",""ratio"":""20%""}]",Báo cáo Quản lý Nhân sự và Nhân viên - 2023/nQuản lý Nhân sự và Nhân viên
rings_119,Technology and Internet Adoption - 2023/nTechnology and the Internet,"[{""Category"":""Usage"",""ratio"":""38%""},{""Category"":""Security"",""ratio"":""14%""},{""Category"":""Efficiency"",""ratio"":""22%""},{""Category"":""Networking"",""ratio"":""12%""},{""Category"":""Reliability"",""ratio"":""14%""}]","[{""Thể loại"":""Sử dụng"",""tỷ lệ"":""38%""},{""Thể loại"":""Bảo mật"",""tỷ lệ"":""14%""},{""Thể loại"":""Hiệu quả"",""tỷ lệ"":""22%""},{""Thể loại"":""Mạng"",""tỷ lệ"":""12%""},{""Thể loại"":""Độ tin cậy"",""tỷ lệ"":""14%""}]",Công nghệ và việc áp dụng Internet - 2023/nCông nghệ và Internet
rings_12,Technological Innovation in the Digital Age - 2023/nTechnology and the Internet,"[{""Category"":""Network Security"",""ratio"":""15%""},{""Category"":""Data Storage"",""ratio"":""25%""},{""Category"":""Cloud Computing"",""ratio"":""10%""},{""Category"":""Artificial Intelligence"",""ratio"":""30%""},{""Category"":""Internet of Things"",""ratio"":""20%""}]","[{""Thể loại"":""Bảo mật mạng"",""tỷ lệ"":""15%""},{""Thể loại"":""Lưu trữ dữ liệu"",""tỷ lệ"":""25%""},{""Thể loại"":""Điện toán đám mây"",""tỷ lệ"":""10%""},{""Thể loại"":""Trí tuệ nhân tạo"",""tỷ lệ"":""30%""},{""Thể loại"":""Internet vạn vật"",""tỷ lệ"":""20%""}]",Đổi mới công nghệ trong kỷ nguyên số - 2023/nCông nghệ và Internet
rings_120,Transportation and Logistics Efficiency - 2023/nTransportation and Logistics,"[{""Category"":""Delivery Time"",""ratio"":""20%""},{""Category"":""Transport Availability"",""ratio"":""15%""},{""Category"":""Cost Efficiency"",""ratio"":""35%""},{""Category"":""Quality of Service"",""ratio"":""20%""},{""Category"":""Safety Standards"",""ratio"":""10%""}]","[{""Category"":""Thời gian giao hàng"",""ratio"":""20%""},{""Category"":""Khả năng vận chuyển"",""ratio"":""15%""},{""Category"":""Hiệu quả chi phí"",""ratio"":""35%""},{""Category"":""Chất lượng dịch vụ"",""ratio"":""20%""},{""Category"":""Tiêu chuẩn an toàn"",""ratio"":""10%""}]",Hiệu quả vận tải và hậu cần - 2023/nVận tải và hậu cần
rings_121,Manufacturing & Production Performance - 2023/nManufacturing and Production,"[{""Category"":""Product Quality"",""ratio"":""20%""},{""Category"":""Production Speed"",""ratio"":""30%""},{""Category"":""Resource Utilization"",""ratio"":""15%""},{""Category"":""Delivery Performance"",""ratio"":""20%""},{""Category"":""Cost Management"",""ratio"":""15%""}]","[{""Thể loại"":""Chất lượng sản phẩm"",""tỷ lệ"":""20%""},{""Thể loại"":""Tốc độ sản xuất"",""tỷ lệ"":""30%""},{""Thể loại"":""Tỷ lệ sử dụng tài nguyên"",""tỷ lệ"":""15%""},{""Thể loại"":""Hiệu suất giao hàng"",""tỷ lệ"":""20%""},{""Thể loại"":""Quản lý chi phí"",""tỷ lệ"":""15%""}]",Hiệu suất sản xuất và sản xuất - 2023/nSản xuất và sản xuất
rings_122,Science and Engineering Performance - 2023/nScience and Engineering,"[{""Category"":""Research & Development"",""ratio"":""30%""},{""Category"":""Productivity"",""ratio"":""18%""},{""Category"":""Quality"",""ratio"":""15%""},{""Category"":""Efficiency"",""ratio"":""22%""},{""Category"":""Safety"",""ratio"":""15%""}]","[{""Thể loại"":""Nghiên cứu & Phát triển"",""tỷ lệ"":""30%""},{""Thể loại"":""Năng suất"",""tỷ lệ"":""18%""},{""Thể loại"":""Chất lượng"",""tỷ lệ"":""15%""},{""Thể loại"":""Hiệu quả"",""tỷ lệ"":""22%""},{""Thể loại"":""An toàn"",""tỷ lệ"":""15%""}]",Hiệu suất Khoa học và Kỹ thuật - 2023/nKhoa học và Kỹ thuật
rings_123,Nonprofit Organizational Performance - 2023/nCharity and Nonprofit Organizations,"[{""Category"":""Fundraising"",""ratio"":""12%""},{""Category"":""Donations"",""ratio"":""35%""},{""Category"":""Grants"",""ratio"":""25%""},{""Category"":""Volunteer Work"",""ratio"":""8%""},{""Category"":""Awareness"",""ratio"":""20%""}]","[{""Thể loại"":""Gây quỹ"",""tỷ lệ"":""12%""},{""Thể loại"":""Quyên góp"",""tỷ lệ"":""35%""},{""Thể loại"":""Tiền tài trợ"",""tỷ lệ"":""25%""},{""Thể loại"":""Công tác tình nguyện"",""tỷ lệ"":""8%""},{""Thể loại"":""Nhận thức"",""tỷ lệ"":""20%""}]",Hiệu suất của tổ chức phi lợi nhuận - 2023/nTổ chức từ thiện và phi lợi nhuận
rings_124,Energy and Utilities Performance - 2023/nEnergy and Utilities,"[{""Category"":""Renewable Energy"",""ratio"":""44%""},{""Category"":""Energy Efficiency"",""ratio"":""27%""},{""Category"":""Power Grid Reliability"",""ratio"":""15%""},{""Category"":""Cost Management"",""ratio"":""14%""}]","[{""Thể loại"":""Năng lượng tái tạo"",""tỷ lệ"":""44%""},{""Thể loại"":""Hiệu quả năng lượng"",""tỷ lệ"":""27%""},{""Thể loại"":""Độ tin cậy của lưới điện"",""tỷ lệ"":""15%""},{""Thể loại"":""Quản lý chi phí"",""tỷ lệ"":""14%""}]",Hiệu suất năng lượng và tiện ích - 2023/nNăng lượng và tiện ích
rings_125,Impact of Nonprofits - 2023/nCharity and Nonprofit Organizations,"[{""Category"":""Fundraising"",""ratio"":""24%""},{""Category"":""Philanthropic Activities"",""ratio"":""14%""},{""Category"":""Social Programs"",""ratio"":""33%""},{""Category"":""Outreach Activities"",""ratio"":""14%""},{""Category"":""Donor Relations"",""ratio"":""15%""}]","[{""Thể loại"":""Gây quỹ"",""tỷ lệ"":""24%""},{""Thể loại"":""Hoạt động từ thiện"",""tỷ lệ"":""14%""},{""Thể loại"":""Chương trình xã hội"",""tỷ lệ"":""33%""},{""Thể loại"":""Hoạt động tiếp cận"",""tỷ lệ"":""14%""},{""Thể loại"":""Quan hệ với nhà tài trợ"",""tỷ lệ"":""15%""}]",Tác động của các tổ chức phi lợi nhuận - 2023/nTổ chức từ thiện và phi lợi nhuận
rings_126,Humanities and Social Sciences Performance - 2023/nSocial Sciences and Humanities,"[{""Category"":""Education Quality"",""ratio"":""32%""},{""Category"":""Research Quality"",""ratio"":""18%""},{""Category"":""Student Satisfaction"",""ratio"":""20%""},{""Category"":""Arts & Culture"",""ratio"":""10%""},{""Category"":""Social Engagement"",""ratio"":""20%""}]","[{""Thể loại"":""Chất lượng giáo dục"",""tỷ lệ"":""32%""},{""Thể loại"":""Chất lượng nghiên cứu"",""tỷ lệ"":""18%""},{""Thể loại"":""Sự hài lòng của sinh viên"",""tỷ lệ"":""20%""},{""Thể loại"":""Nghệ thuật & Văn hóa"",""tỷ lệ"":""10%""},{""Thể loại"":""Tương tác xã hội"",""tỷ lệ"":""20%""}]",Hiệu suất Khoa học Xã hội và Nhân văn - 2023/nKhoa học Xã hội và Nhân văn
rings_127,Education Quality Report - 2023/nEducation and Academics,"[{""Area"":""Curriculum"",""ratio"":""25%""},{""Area"":""Student Performance"",""ratio"":""20%""},{""Area"":""Teaching Quality"",""ratio"":""35%""},{""Area"":""Infrastructure"",""ratio"":""12%""},{""Area"":""Research Output"",""ratio"":""8%""}]","[{""Khu vực"":""Chương trình giảng dạy"",""tỷ lệ"":""25%""},{""Khu vực"":""Hiệu suất của sinh viên"",""tỷ lệ"":""20%""},{""Khu vực"":""Chất lượng giảng dạy"",""tỷ lệ"":""35%""},{""Khu vực"":""Cơ sở hạ tầng"",""tỷ lệ"":""12%""},{""Khu vực"":""Đầu ra nghiên cứu"",""tỷ lệ"":""8%""}]",Báo cáo chất lượng giáo dục - 2023/nGiáo dục và học thuật
rings_128,Employee Management Metrics - 2023/nHuman Resources and Employee Management,"[{""Category"":""Personnel Training"",""ratio"":""19%""},{""Category"":""Employee Retention"",""ratio"":""25%""},{""Category"":""Talent Acquisition"",""ratio"":""15%""},{""Category"":""Workplace Safety"",""ratio"":""22%""},{""Category"":""Staff Engagement"",""ratio"":""19%""}]","[{""Category"":""Đào tạo nhân sự"",""ratio"":""19%""},{""Category"":""Giữ chân nhân viên"",""ratio"":""25%""},{""Category"":""Thu hút nhân tài"",""ratio"":""15%""},{""Category"":""An toàn nơi làm việc"",""ratio"":""22%""},{""Category"":""Sự gắn kết của nhân viên"",""ratio"":""19%""}]",Số liệu quản lý nhân viên - 2023/nNguồn nhân lực và quản lý nhân viên
rings_129,Impact of Social Media and the Web on Businesses -2023/nSocial Media and the Web,"[{""Category"":""Social Media Engagement"",""ratio"":""41%""},{""Category"":""Online Traffic"",""ratio"":""20%""},{""Category"":""Web Design"",""ratio"":""22%""},{""Category"":""User Experience"",""ratio"":""12%""},{""Category"":""Digital Advertising"",""ratio"":""5%""}]","[{""Thể loại"":""Tương tác trên mạng xã hội"",""tỷ lệ"":""41%""},{""Thể loại"":""Lưu lượng truy cập trực tuyến"",""tỷ lệ"":""20%""},{""Thể loại"":""Thiết kế web"",""tỷ lệ"":""22%""},{""Thể loại"":""Trải nghiệm người dùng"",""tỷ lệ"":""12%""},{""Thể loại"":""Quảng cáo kỹ thuật số"",""tỷ lệ"":""5%""}]",Tác động của mạng xã hội và web đối với doanh nghiệp -2023/nMạng xã hội và web
rings_13,Technology and the Internet - 2023/nTechnology and the Internet,"[{""Category"":""Network Security"",""ratio"":""30%""},{""Category"":""Data Storage"",""ratio"":""15%""},{""Category"":""Cloud Computing"",""ratio"":""25%""},{""Category"":""Automation"",""ratio"":""20%""},{""Category"":""Network Reliability"",""ratio"":""10%""}]","[{""Thể loại"":""Bảo mật mạng"",""tỷ lệ"":""30%""},{""Thể loại"":""Lưu trữ dữ liệu"",""tỷ lệ"":""15%""},{""Thể loại"":""Điện toán đám mây"",""tỷ lệ"":""25%""},{""Thể loại"":""Tự động hóa"",""tỷ lệ"":""20%""},{""Thể loại"":""Độ tin cậy của mạng"",""tỷ lệ"":""10%""}]",Công nghệ và Internet - 2023/nCông nghệ và Internet
rings_130,Legal System Overview - 2023/nLaw and Legal Affairs,"[{""Category"":""Judicial Decisions"",""ratio"":""33%""},{""Category"":""Administrative Regulations"",""ratio"":""27%""},{""Category"":""Legislation"",""ratio"":""30%""},{""Category"":""Case Law"",""ratio"":""10%""}]","[{""Thể loại"":""Quyết định tư pháp"",""tỷ lệ"":""33%""},{""Thể loại"":""Quy định hành chính"",""tỷ lệ"":""27%""},{""Thể loại"":""Luật"",""tỷ lệ"":""30%""},{""Thể loại"":""Luật án lệ"",""tỷ lệ"":""10%""}]",Tổng quan về hệ thống pháp luật - 2023/nLuật và các vấn đề pháp lý
rings_131,Food and Beverage Industry Performance - 2023/nFood and Beverage Industry,"[{""Category"":""Raw Ingredients"",""ratio"":""14%""},{""Category"":""Distribution"",""ratio"":""13%""},{""Category"":""Storage"",""ratio"":""4%""},{""Category"":""Product Development"",""ratio"":""22%""},{""Category"":""Production"",""ratio"":""14%""},{""Category"":""Marketing"",""ratio"":""33%""}]","[{""Thể loại"":""Thành phần thô"",""tỷ lệ"":""14%""},{""Thể loại"":""Phân phối"",""tỷ lệ"":""13%""},{""Thể loại"":""Lưu trữ"",""tỷ lệ"":""4%""},{""Thể loại"":""Phát triển sản phẩm"",""tỷ lệ"":""22%""},{""Thể loại"":""Sản xuất"",""tỷ lệ"":""14%""},{""Thể loại"":""Tiếp thị"",""tỷ lệ"":""33%""}]",Hiệu suất ngành thực phẩm và đồ uống - 2023/nNgành thực phẩm và đồ uống
rings_132,Food and Beverage Industry Overview - 2023/nFood and Beverage Industry,"[{""Category"":""Product Quality"",""ratio"":""35%""},{""Category"":""Production Efficiency"",""ratio"":""16%""},{""Category"":""Consumer Awareness"",""ratio"":""9%""},{""Category"":""Brand Reputation"",""ratio"":""20%""},{""Category"":""Sales Volume"",""ratio"":""20%""}]","[{""Thể loại"":""Chất lượng sản phẩm"",""tỷ lệ"":""35%""},{""Thể loại"":""Hiệu quả sản xuất"",""tỷ lệ"":""16%""},{""Thể loại"":""Nhận thức của người tiêu dùng"",""tỷ lệ"":""9%""},{""Thể loại"":""Danh tiếng thương hiệu"",""tỷ lệ"":""20%""},{""Thể loại"":""Khối lượng bán hàng"",""tỷ lệ"":""20%""}]",Tổng quan về ngành thực phẩm và đồ uống - 2023/nNgành thực phẩm và đồ uống
